name,sfr_h18,tf_type,nndist_proj,nndist_kd,tf_confidence,modelu_rcorr,econame,mu_delta,grpn,fc,logmh,grpnassoc,grp,grpradeg,grpdedeg,logmhdyn,grpsig,grprproj,logmhdynstack,logmh_e17,logmhdynh_e17,grp_e17,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rs1458,0.03506708,NaN,0.19902,0.125830119509,NaN,1.10407,ECO13828,7.31609,1.0,1,10.6678,1.0,9671.0,206.174,3.0469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.22,0.02,0.01,1.87,0.05,14.53,0.1,-99.0,19.71,0.04,3.0472614,0.32,1.33,0.84,0.13,206.17435,0.07,-99.0,-99.0,7.46,17.86,16.91,17.66,0.36,1.45,-0.24,-99.0,17.37,0.94,0.24,18.46,-99.0,0.08,2.48,3.28,1.4,1.26,8.13,-99.0,5172.8,0.24,0.3,-16.75,2.25,17.26,0.24,0.03,0.63,5172.8,0.13,-99.0,0.08,16.03,18.89,0,0.0,0.0,0.69,0,0,0,0.0,ALFALFA,2.41,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1459,0.01791136,NaN,0.44960999,1.1401747054,NaN,1.13092,ECO13829,6.4719,1.0,1,10.3983,1.0,9672.0,206.376,1.2556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.1,0.02,0.01,-99.0,0.06,-99.0,0.1,-99.0,19.55,0.04,1.2558091,0.86,-99.0,5.01,0.14,206.3765,0.07,-99.0,15.81,10.76,18.05,18.35,17.91,0.15,1.1,-0.04,-99.0,18.58,0.82,0.25,23.18,-99.0,0.51,2.18,2.92,1.23,1.18,7.63,-99.0,4581.4,0.26,1.23,-16.25,1.84,19.46,0.26,0.03,0.82,4581.4,0.11,0.43,0.04,-99.0,20.99,0,0.0,0.0,0.74,0,0,0,0.0,ALFALFA,2.88,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1460,0.06445083,NaN,0.49254999,1.17951093452,NaN,1.07903,ECO13830,6.70484,1.0,1,10.9259,1.0,9436.0,208.5,3.2319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.14,0.02,0.01,1.95,0.06,-99.0,0.1,-99.0,19.82,0.04,3.2323427,1.1,-99.0,1.67,0.14,208.49954,0.07,-99.0,15.99,9.7,17.93,17.28,17.61,0.23,1.19,-0.1,-99.0,17.39,0.76,0.24,19.91,-99.0,0.25,2.18,2.92,1.22,1.14,8.21,-99.0,7161.1,0.25,0.42,-17.51,1.92,18.15,0.25,0.03,3.78,7161.1,0.08,0.57,0.25,17.23,18.41,0,0.0,0.0,0.67,0,0,0,0.0,ALFALFA,2.18,0.06,11.37,0,0.0,11.06,26603,1.84,11.37,0,0.0,1,0,0.0,0.0,0
rs1461,0.12123907,NaN,0.14359,0.156405419366,NaN,0.894173,ECO13831,6.77135,2.0,0,11.1219,2.0,7826.0,208.756,3.3324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.13,0.02,0.01,1.04,0.06,17.0,0.1,-99.0,19.18,0.04,3.3689642,0.23,1.45,0.43,0.14,208.73965,0.08,-99.0,-99.0,8.06,17.86,16.9,17.67,0.21,1.18,-0.19,-99.0,17.52,0.57,0.25,15.35,-99.0,0.04,1.99,2.7,1.02,0.94,8.21,-99.0,7236.27,0.26,0.03,-17.48,1.89,17.49,0.26,0.03,0.07,7245.5,0.12,-99.0,0.03,15.67,18.71,0,0.0,0.0,0.95,0,0,0,0.0,ALFALFA,2.52,0.07,11.24,0,0.0,11.15,26174,2.31,11.24,0,0.0,1,0,0.0,0.0,0
rs1462,0.22475827,NaN,1.64690006,1.79714706123,NaN,1.16513,ECO10944,7.36621,1.0,1,11.2379,1.0,8302.0,209.785,3.5113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.27,0.02,0.01,0.36,0.06,14.69,0.1,13.0,18.49,0.04,3.511431,0.2,3.07,0.6,0.14,209.78515,0.08,1.68,14.13,9.93,16.62,15.37,16.24,0.42,1.48,-0.21,14.97,16.02,0.87,0.25,18.13,0.24,0.03,2.5,3.26,1.44,1.29,9.03,-99.0,7236.51,0.26,0.03,-18.89,2.23,15.85,0.26,0.03,0.06,7179.5,0.02,0.3,0.04,14.78,17.64,0,0.0,0.0,0.66,0,0,0,0.0,ALFALFA,2.72,0.05,10.66,1,10.86,11.21,25392,3.92,10.66,0,3.78,1,15111,11.27,10.86,0
rs1463,0.09759942,NaN,0.39798,1.36799403266,NaN,0.931854,ECO13832,6.75136,1.0,1,10.9259,1.0,9437.0,210.894,1.8578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.19,0.03,0.01,1.56,0.06,15.55,0.11,-99.0,19.36,0.04,1.8583969,4.41,0.93,1.14,0.15,210.89409,0.08,-99.0,-99.0,10.04,17.9,17.26,17.65,0.31,1.38,-0.01,-99.0,17.51,0.47,0.27,19.95,-99.0,0.06,2.26,3.04,1.19,1.07,8.33,-99.0,7218.6,0.27,0.05,-17.5,2.16,17.02,0.27,0.03,0.63,7218.6,0.08,-99.0,0.03,16.19,18.82,0,0.0,0.0,0.73,0,0,0,0.0,ALFALFA,2.27,0.05,11.06,0,0.0,11.1,26175,4.01,11.06,0,0.0,1,0,0.0,0.0,0
rs1464,0.01108887,NaN,1.37750006,4.46221734267,NaN,1.33904,ECO13833,6.9998,1.0,1,10.4198,1.0,9673.0,215.141,4.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.46,0.03,0.01,1.14,0.06,17.21,0.11,-99.0,20.58,0.04,4.6851458,1.1,1.73,-99.0,0.15,215.14062,0.08,-99.0,-99.0,6.52,18.88,-99.0,18.44,0.69,1.85,0.03,-99.0,18.07,0.55,0.27,11.2,-99.0,0.04,3.1,3.9,1.94,1.71,8.21,-99.0,5941.0,0.28,0.04,-16.28,2.65,16.78,0.28,0.04,0.56,5941.0,0.44,-99.0,0.04,15.7,19.19,0,0.0,0.0,0.65,0,0,0,0.0,ALFALFA,2.32,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1465,0.00644293,NaN,2.38569999,2.25235979581,NaN,1.33531,ECO13834,8.36035,1.0,1,10.2086,1.0,9674.0,132.004,0.8165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.42,0.03,0.01,0.38,0.08,-99.0,0.14,-99.0,21.48,0.06,0.81653532,1.13,-99.0,-99.0,0.2,132.00359,0.1,-99.0,-99.0,2.21,18.84,-99.0,18.34,0.64,1.84,0.05,-99.0,18.09,0.67,0.35,5.81,-99.0,0.04,3.13,3.99,1.92,1.7,8.01,-99.0,4865.4,0.36,0.05,-15.98,2.7,17.32,0.36,0.05,0.46,4865.4,0.29,-99.0,0.06,16.4,20.08,0,0.0,0.0,0.27,1,0,0,0.0,ALFALFA,3.01,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1466,0.02244431,NaN,0.57622999,0.315067994206,NaN,1.15838,ECO13835,7.83063,1.0,1,10.5596,1.0,9675.0,133.58,1.9932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.21,0.03,0.01,1.89,0.07,16.69,0.13,-99.0,20.47,0.05,1.9931462,0.11,1.07,0.67,0.17,133.57994,0.09,-99.0,15.96,6.0,18.31,17.59,17.92,0.33,1.33,-0.07,-99.0,17.88,0.74,0.31,30.04,-99.0,0.09,2.42,3.18,1.42,1.3,7.93,-99.0,5205.3,0.31,0.25,-16.53,2.09,17.59,0.31,0.04,0.22,5205.3,1.44,0.53,0.08,17.11,19.21,0,0.0,0.0,0.29,0,0,0,0.0,ALFALFA,2.86,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1467,0.01011339,NaN,0.91294998,1.77717592935,NaN,1.14917,ECO13836,7.13215,1.0,1,9.93218,1.0,9676.0,134.543,1.3432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03,0.26,0.04,0.02,1.04,0.1,17.0,0.19,-99.0,21.28,0.07,1.3432488,1.27,0.76,1.56,0.25,134.54313,0.13,-99.0,-99.0,5.05,19.23,17.3,18.86,0.4,1.47,0.07,-99.0,18.64,0.26,0.45,11.59,-99.0,0.08,2.6,3.39,1.53,1.39,7.69,-99.0,5271.4,0.46,0.05,-15.66,2.26,19.45,0.46,0.06,0.26,5271.4,1.27,-99.0,0.06,17.28,19.91,0,0.0,0.0,0.28,1,0,0,0.0,ALFALFA,2.88,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1468,0.0055313,NaN,0.28586999,1.77717592935,NaN,1.43606,ECO13837,8.1848,1.0,1,10.1967,1.0,9677.0,135.589,0.6822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.45,0.03,0.01,0.47,0.08,16.44,0.15,-99.0,21.65,0.06,0.68216852,0.06,0.54,0.37,0.2,135.58899,0.11,-99.0,15.59,2.85,19.05,17.83,18.5,0.66,1.81,0.22,-99.0,18.33,0.57,0.35,8.7,-99.0,0.09,3.09,3.89,1.94,1.73,7.99,-99.0,5196.7,0.36,0.08,-15.96,2.61,18.09,0.36,0.05,0.18,5196.7,0.69,0.49,0.06,16.62,20.34,0,0.0,0.0,0.28,1,0,0,0.0,ALFALFA,2.93,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1469,0.02022932,NaN,1.8951,1.04629355007,NaN,1.1962,ECO13838,7.61257,1.0,1,10.5292,1.0,9678.0,136.417,1.8575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.22,0.04,0.01,0.51,0.08,16.35,0.15,-99.0,20.65,0.06,1.8575472,0.07,1.2,0.69,0.2,136.41674,0.11,-99.0,-99.0,3.23,18.98,17.79,18.66,0.34,1.39,-0.01,-99.0,18.52,0.44,0.36,8.18,-99.0,0.05,2.52,3.31,1.46,1.34,7.95,-99.0,7078.0,0.37,0.05,-16.47,2.18,18.48,0.37,0.05,0.18,7078.0,0.28,-99.0,0.06,16.78,20.41,0,0.0,0.0,0.28,1,0,0,0.0,ALFALFA,2.72,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1470,0.02804575,NaN,1.23049998,1.86765869004,NaN,1.01784,ECO13839,7.45204,1.0,1,10.5189,1.0,9679.0,136.523,0.2134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.24,0.03,0.01,0.58,0.08,16.02,0.14,-99.0,19.64,0.06,0.21348969,0.09,1.13,1.03,0.2,136.52264,0.1,-99.0,-99.0,5.79,18.13,16.85,17.8,0.39,1.47,0.05,-99.0,17.64,0.29,0.35,13.98,-99.0,0.03,2.46,3.25,1.37,1.23,7.99,-99.0,4727.0,0.36,0.02,-16.45,2.26,17.49,0.36,0.05,0.13,4727.0,0.25,-99.0,0.03,16.44,19.18,0,0.0,0.0,0.32,0,0,0,0.0,ALFALFA,3.29,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1471,0.00903122,NaN,0.78197002,1.43372934171,NaN,1.40346,ECO13840,7.44088,1.0,1,10.4678,1.0,9680.0,137.146,2.9022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.37,0.03,0.01,1.75,0.06,16.85,0.11,-99.0,22.23,0.04,2.9022296,0.12,0.8,0.77,0.15,137.14644,0.08,-99.0,15.83,3.89,19.11,17.79,18.72,0.55,1.68,0.12,-99.0,18.5,0.57,0.27,8.3,-99.0,0.07,2.95,3.77,1.82,1.64,8.09,-99.0,6998.2,0.28,0.04,-16.36,2.5,18.18,0.28,0.04,0.21,6998.2,0.4,0.39,0.04,17.23,19.88,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,2.55,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1472,0.00248836,NaN,0.36478001,1.00128330628,NaN,1.47099,ECO13841,8.00996,1.0,1,10.1443,1.0,9681.0,139.631,1.3344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.49,0.02,0.01,2.49,0.04,16.69,0.08,-99.0,22.04,0.03,1.3344021,1.32,1.39,0.5,0.11,139.63097,0.06,-99.0,-99.0,4.4,19.22,17.82,18.41,0.74,2.0,0.13,-99.0,18.38,0.81,0.2,19.76,-99.0,0.15,3.39,4.28,2.13,1.88,7.87,-99.0,4950.3,0.2,0.27,-15.9,2.89,19.4,0.2,0.03,1.9,4950.3,0.41,-99.0,0.1,16.7,22.26,0,0.0,0.0,0.23,1,0,0,0.0,ALFALFA,2.83,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1473,0.03277463,NaN,1.10780001,1.15281676889,NaN,0.949618,ECO13842,7.61076,1.0,1,10.5148,1.0,9682.0,139.708,1.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.21,0.02,0.01,0.2,0.05,16.73,0.09,-99.0,20.51,0.04,1.0230856,0.57,0.89,0.58,0.13,139.70819,0.07,-99.0,-99.0,2.45,18.89,17.71,18.61,0.34,1.41,-0.06,-99.0,18.45,0.63,0.23,4.76,-99.0,0.04,2.35,3.13,1.28,1.15,7.95,-99.0,6942.7,0.24,0.05,-16.44,2.19,18.53,0.24,0.03,0.15,6942.7,0.44,-99.0,0.03,16.91,19.6,0,0.0,0.0,0.44,1,0,0,0.0,ALFALFA,4.52,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1474,0.01236443,NaN,0.15215001,0.152913396535,NaN,0.956128,ECO13843,7.73974,1.0,0,11.0329,2.0,5921.0,139.776,0.6777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.28,0.03,0.01,-99.0,0.06,-99.0,0.11,-99.0,20.89,0.04,0.77756965,0.24,-99.0,-99.0,0.15,139.7124,0.08,-99.0,-99.0,2.42,19.22,-99.0,18.88,0.46,1.66,0.03,-99.0,18.71,0.59,0.26,5.31,-99.0,0.04,2.61,3.48,1.41,1.23,7.69,-99.0,5105.83,0.27,0.07,-15.54,2.53,18.41,0.27,0.03,0.25,5167.0,0.11,-99.0,0.04,-99.0,20.14,0,0.0,0.0,0.29,1,0,0,0.0,ALFALFA,3.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1475,0.0040482,NaN,0.1489,0.172088474646,NaN,1.7175,ECO13844,7.82565,1.0,0,11.3289,2.0,5964.0,140.065,1.2888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.56,0.02,0.01,0.51,0.06,16.55,0.1,-99.0,0.25,0.04,1.1523046,0.72,0.8,1.47,0.14,140.05231,0.08,-99.0,-99.0,5.06,18.52,17.23,17.95,0.81,1.98,-0.11,-99.0,17.52,0.81,0.25,13.18,-99.0,0.19,3.3,4.06,2.14,1.89,8.21,-99.0,5048.03,0.26,0.12,-16.35,2.74,17.57,0.26,0.03,0.69,4898.7,-99.0,-99.0,0.19,16.29,20.5,0,0.0,0.0,0.34,1,0,0,0.0,ALFALFA,3.91,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1476,0.00315806,NaN,0.17143001,0.161092524632,NaN,1.66609,ECO13845,7.41874,7.0,0,12.8289,12.0,1434.0,140.029,0.8946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.54,0.03,0.01,0.42,0.07,16.28,0.13,-99.0,17.96,0.05,0.92434864,0.44,0.58,0.61,0.18,140.25692,0.1,-99.0,-99.0,5.3,19.03,17.85,18.04,0.77,1.92,0.71,-99.0,18.16,0.77,0.32,11.49,-99.0,0.14,3.23,3.99,2.08,1.85,7.99,-99.0,5087.89,0.33,0.13,-16.23,2.68,18.15,0.33,0.04,0.96,4780.9,0.84,-99.0,0.09,16.79,20.13,0,0.0,0.0,0.27,1,0,0,0.0,ALFALFA,3.08,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1477,0.02776504,NaN,0.32495001,0.884847937397,NaN,1.02555,ECO13846,7.56923,1.0,1,10.3741,1.0,9683.0,140.438,1.2411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.11,0.03,0.01,2.99,0.06,16.84,0.12,-99.0,19.86,0.05,1.2412992,0.06,0.8,2.82,0.16,140.4378,0.09,-99.0,15.85,5.23,18.16,16.86,18.05,0.18,1.13,0.0,-99.0,17.48,0.78,0.28,19.22,-99.0,0.16,2.07,2.79,1.13,1.06,7.69,-99.0,4782.2,0.29,0.24,-16.21,1.85,18.0,0.29,0.04,0.33,4782.2,0.14,0.34,0.06,16.0,19.51,0,0.0,0.0,0.64,0,0,0,0.0,ALFALFA,3.26,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1478,0.00961928,NaN,-999.0,0.0731666612318,NaN,1.21621,ECO13847,7.2759,1.0,0,11.6889,2.0,3610.0,140.737,1.4344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.22,0.03,0.01,-99.0,0.08,17.44,0.14,-99.0,21.17,0.06,1.4531524,1.51,1.58,1.27,0.19,140.7933,0.1,-99.0,-99.0,4.71,18.97,18.28,18.61,0.34,1.36,-0.1,-99.0,18.38,0.79,0.34,11.42,-99.0,0.07,2.47,3.23,1.45,1.33,7.65,-99.0,5045.26,0.35,0.1,-15.69,2.12,16.7,0.35,0.05,0.29,4840.0,0.2,-99.0,0.13,-99.0,19.73,0,0.0,0.0,0.24,1,0,0,0.0,ALFALFA,2.94,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1479,0.00637661,NaN,0.80150998,0.922449794711,NaN,1.38171,ECO13848,7.37157,1.0,1,10.3224,1.0,9684.0,140.968,0.8159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.45,0.03,0.01,0.53,0.06,17.41,0.12,-99.0,21.14,0.05,0.81581508,2.05,4.32,1.55,0.16,140.96812,0.08,-99.0,-99.0,4.57,19.0,17.13,18.17,0.66,1.82,0.55,-99.0,18.2,0.8,0.28,8.57,-99.0,0.07,3.07,3.87,1.91,1.69,7.99,-99.0,4870.5,0.29,0.18,-16.13,2.62,18.02,0.29,0.04,0.83,4870.5,0.28,-99.0,0.07,16.33,20.5,0,0.0,0.0,0.27,1,0,0,0.0,ALFALFA,3.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1480,0.00320986,NaN,0.29225999,0.574477891524,NaN,1.23964,ECO13849,7.87664,1.0,1,8.80377,1.0,9685.0,174.196,0.3985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.33,0.02,0.01,-99.0,0.05,17.48,0.08,-99.0,22.17,0.03,0.39855977,0.8,2.07,1.78,0.11,174.19553,0.06,-99.0,-99.0,1.78,20.01,18.95,19.63,0.5,1.64,-0.02,-99.0,19.45,0.65,0.2,4.48,-99.0,0.06,2.86,3.69,1.71,1.54,7.43,-99.0,5206.9,0.2,0.07,-14.79,2.48,19.43,0.2,0.03,0.22,5206.9,1.19,-99.0,0.04,-99.0,21.13,0,0.0,0.0,0.24,1,0,0,0.0,ALFALFA,2.95,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1481,0.00647401,NaN,0.36432999,2.29990258839,NaN,1.09764,ECO13850,7.47038,1.0,1,9.45263,1.0,9686.0,174.702,0.301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.33,0.02,0.01,3.67,0.04,-99.0,0.08,-99.0,21.25,0.03,0.30117401,0.88,-99.0,0.99,0.11,174.70186,0.06,-99.0,-99.0,4.21,19.77,19.45,19.42,0.49,1.6,-0.18,-99.0,19.33,0.79,0.19,18.36,-99.0,0.37,2.75,3.55,1.65,1.48,7.45,-99.0,5807.1,0.19,0.28,-15.23,2.39,15.4,0.19,0.02,1.58,5807.1,0.45,-99.0,-99.0,16.44,20.29,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,3.18,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1482,0.00270838,NaN,0.1112,1.11854888601,NaN,1.21696,ECO13851,7.19063,1.0,1,8.38951,1.0,9687.0,175.821,0.4805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.32,0.02,0.01,-99.0,0.05,17.46,0.1,-99.0,21.77,0.04,0.48060284,0.13,1.03,2.15,0.13,175.82094,0.07,-99.0,-99.0,2.45,20.28,18.64,19.89,0.5,1.66,-0.1,-99.0,19.69,0.91,0.24,4.58,-99.0,0.29,2.88,3.73,1.72,1.55,7.33,-99.0,5237.6,0.24,0.13,-14.55,2.51,19.62,0.24,0.03,1.47,5237.6,1.14,-99.0,0.07,-99.0,20.27,0,0.0,0.0,0.19,1,0,0,0.0,ALFALFA,2.93,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1483,0.01363435,NaN,0.20460001,1.0090138076,NaN,1.00455,ECO13852,7.71024,1.0,1,9.89228,1.0,9688.0,177.039,0.1119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.23,0.03,0.01,1.5,0.06,17.05,0.11,-99.0,20.89,0.04,0.11200648,0.06,1.05,1.57,0.14,177.0394,0.08,-99.0,-99.0,2.23,19.28,18.14,18.96,0.37,1.49,0.05,-99.0,18.86,0.75,0.25,4.88,-99.0,0.05,2.44,3.25,1.33,1.19,7.65,-99.0,5568.5,0.26,0.04,-15.62,2.3,18.64,0.26,0.03,0.21,5568.5,0.16,-99.0,0.04,17.3,20.18,0,0.0,0.0,0.22,0,0,0,0.0,ALFALFA,3.29,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1484,0.02310775,NaN,1.74049997,2.09756401009,NaN,1.0488,ECO13853,6.91534,1.0,1,10.1057,1.0,9689.0,180.013,0.3429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.14,0.03,0.01,1.95,0.07,-99.0,0.12,-99.0,20.8,0.05,0.34299772,1.58,-99.0,3.02,0.16,180.01319,0.09,-99.0,-99.0,3.73,19.07,17.41,19.18,0.22,1.21,-0.69,-99.0,18.94,0.63,0.29,6.77,-99.0,0.13,2.2,2.94,1.21,1.13,7.69,-99.0,6832.3,0.3,0.25,-15.85,1.95,19.21,0.3,0.04,0.53,6832.3,0.28,-99.0,0.07,17.32,19.87,0,0.0,0.0,0.28,1,0,0,0.0,ALFALFA,3.05,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1485,0.00951317,NaN,0.19074,0.170572319132,NaN,1.28586,ECO13854,7.61865,40.0,0,14.1009,71.0,836.0,181.084,1.87289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.36,0.02,0.01,1.19,0.04,16.8,0.08,-99.0,21.25,0.03,1.4738098,0.09,1.27,0.89,0.11,180.39241,0.06,-99.0,-99.0,2.87,19.32,18.21,18.83,0.54,1.66,-0.01,-99.0,18.65,0.7,0.19,6.03,-99.0,0.05,2.87,3.67,1.75,1.56,7.95,-99.0,5993.37,0.2,0.05,-16.06,2.47,18.63,0.2,0.03,0.3,6471.9,0.35,-99.0,0.04,17.42,20.44,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,2.87,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1486,0.00172883,NaN,0.18791001,0.305955834467,NaN,1.57186,ECO13855,8.18402,40.0,0,14.1009,71.0,836.0,181.084,1.87289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.61,0.02,0.01,-99.0,0.05,-99.0,0.09,-99.0,23.23,0.03,1.772386,0.23,-99.0,0.68,0.12,180.45103,0.06,-99.0,15.87,2.06,19.67,17.33,19.11,0.91,2.25,0.03,-99.0,18.75,0.7,0.21,4.5,-99.0,0.05,3.7,4.61,2.35,2.05,8.07,-99.0,5993.37,0.22,0.08,-15.47,3.17,18.26,0.22,0.03,3.27,5606.8,3.56,0.34,0.05,-99.0,20.59,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,3.08,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1487,0.02090463,NaN,0.69313997,0.819990734741,NaN,1.22673,ECO13856,7.17421,1.0,1,10.6552,1.0,9690.0,180.98,0.5516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.23,0.02,0.01,1.1,0.05,-99.0,0.08,-99.0,20.63,0.03,0.55180456,0.44,-99.0,1.56,0.12,180.97997,0.06,-99.0,-99.0,7.12,18.49,17.54,18.03,0.35,1.39,-0.09,-99.0,18.1,0.84,0.2,18.79,-99.0,0.09,2.53,3.31,1.49,1.36,8.03,-99.0,6070.9,0.21,0.07,-16.72,2.17,17.29,0.21,0.03,0.73,6070.9,0.24,-99.0,0.09,16.97,19.59,0,0.0,0.0,0.3,1,0,0,0.0,ALFALFA,3.43,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1488,0.00383068,NaN,0.11582,0.0456424648738,NaN,1.84044,ECO13857,7.76764,40.0,0,14.1009,71.0,836.0,181.084,1.87289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.58,0.02,0.01,0.85,0.05,16.13,0.1,13.77,0.23,0.04,1.8323407,0.07,0.61,0.91,0.13,180.99627,0.07,0.23,15.11,4.12,18.92,16.2,18.19,0.82,2.0,-0.02,-99.0,17.84,0.77,0.23,9.17,-99.0,0.05,3.33,4.09,2.15,1.9,8.33,-99.0,5993.37,0.24,0.05,-16.63,2.77,18.05,0.24,0.03,0.79,6243.9,-99.0,0.28,0.04,15.67,20.35,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,2.78,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
